url,ProductReference,Name,Brand,ShortDescription,specificOne,specificOneValue,specificTwo,specificTwoValue,specificThree,specificThreeValue,DataSheet
https://redstarexhaustusa.com/maserati-mc20-race-x-muffler-delete,RS.MC20.RaceX,Maserati MC20 Race-X Muffler Delete,RedStar Exhaust,"The Maserati MC20 can reach unprecedented heights with our Race-X Muffler Delete. Unlock a surge in performance, shed excess weight, and envelop yourself in an enthralling, racing-inspired exhaust symphony. Our Race-X exhaust ingeniously combines both exhaust banks, harmonizing and amplifying the sound to create an auditory masterpiece that distinctly sets this exceptional car apart from the rest.",Alloy: ,Stainless Steel,Performance Heat Shielding: ,No ,Tip Color: ,Polished ,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>3.0L Twin Turbo</td></tr></table>"
https://redstarexhaustusa.com/maserati-mc20-downpipes-and-opf-delete,RS.MC20.DPS.OPF,Maserati MC20 Downpipes and OPF Delete,RedStar Exhaust,"The Maserati MC20, already an awe-inspiring supercar, can achieve even greater heights with our custom Downpipes and OPF Delete. Experience a remarkable boost in performance, shed unnecessary weight, and relish in the captivating, racing-inspired exhaust symphony that sets this already exceptional car apart.",Alloy: ,Stainless Steel,High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,Yes,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>3.0L Twin Turbo</td></tr></table>"
https://redstarexhaustusa.com/mclaren-gt-race-x-exhaust,RS.Mclaren.GT.RaceX,Mclaren GT Race-X Exhaust,RedStar Exhaust,"Experience the pinnacle of supercar performance with the McLaren GT, made even more extraordinary and notably faster when paired with our RedStar Exhaust System. Unleash the potential of its 4.0L V8 twin-turbo engine, known for its responsiveness to exhaust enhancements. Benefit from substantial performance gains, weight reduction, and the exhilarating, race-inspired exhaust note.",Alloy: ,Stainless Steel,Performance Heat Shielding: ,No ,,,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Twin Turbo</td></tr></table>"
https://redstarexhaustusa.com/mclaren-gt-downpipes,RS.Mclaren.GT.DP,Mclaren GT Downpipes,RedStar Exhaust,"The McLaren GT is one of the most incredible supercars at the moment. It will be even better and significantly faster with our Redstar downpipes. The 4.0L V8 twin turbo is very responsive to exhaust modifications. Experience a significant performance improvement, weight saving, and that awesome, racing-inspired sound.",Alloy: ,Stainless Steel,High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Twin Turbo</td></tr></table>"
https://redstarexhaustusa.com/mclaren-540c-570gt-570s-performance-package,RS.570.Perf.Pack,"McLaren 540C, 570GT, 570S Performance Package",RedStar Exhaust,"Pure performance without compromises! Redstar Exhausts ultimate Performance Package for the McLaren 540C, 570GT, 570S models. This kit includes our Downpipes and Race-X muffler-delete exhaust.",High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,Pipe Diameter: ,3”,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>3.8L Twin Turbo</td></tr></table>"
https://redstarexhaustusa.com/mclaren-720s-performance-package,RS.720.Perf.Pack,McLaren 720S Performance Package,RedStar Exhaust,"Redstar Exhaust McLaren 720S Performance Package, an ultimate combination of 3.5” downpipes, 3.5” sound-balanced Race-X muffler-replacement exhaust, and optional lightweight Titanium tips. It works perfectly together for a complete Supercar sound. ",High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,Pipe Diameter: ,3.5” ,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Bi-Turbo</td></tr></table>"
https://redstarexhaustusa.com/mclaren-765lt-extended-downpipes,RS.765.Ext.DP,Mclaren 765LT Extended Downpipes,RedStar Exhaust,"Redstar Exhaust introduces the exclusive McLaren 765LT Extended Downpipes. Paired with 3.5"" Downpipes, we enhance the factory exhaust by introducing a 3.5"" Exhaust adapter, eliminating the bottleneck and enabling a complete 3.5"" system.*Only to be used with OE Exhaust, for our exhaust system or aftermarket exhaust system, please see our normal 765LT Downpipes kit*",Alloy: ,Stainless Steel,High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Bi-Turbo</td></tr></table>"
https://redstarexhaustusa.com/mclaren-765lt-performance-package,RS.765.Perf.Pack,Mclaren 765LT Performance Package,RedStar Exhaust,"Introducing Redstar Exhaust's McLaren 765LT Performance Package - with 3.5"" Downpipes and a smart 3.5"" Exhaust adapter, it unlocks a full 3.5"" system when valves open. Plus, our precision-crafted billet aluminum diamond-cut inlets replace restrictive stock parts, delivering a substantial power upgrade. ",Alloy: ,Stainless Steel,High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Bi-Turbo</td></tr></table>"
https://redstarexhaustusa.com/mclaren-720s-765lt-turbo-inlets,RS.720.765.Inlet,Mclaren 720S / 765LT Turbo Inlets,RedStar Exhaust,"The McLaren 720S/765LT, already an incredible supercar, can reach new heights of performance with Redstar Exhaust's custom diamond-machined turbo inlets. These precision-engineered billet aluminum replacements not only replace factory plastic inlets but also enhance turbo spool sound and deliver a significant boost in power. Elevate your supercar experience.",Alloy: ,Aluminum ,,,,,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Bi-Turbo</td></tr></table>"
https://redstarexhaustusa.com/mclaren-765lt-3d-printed-exhaust-tips,RS.765.Tips,Mclaren 765LT 3D Printed Exhaust Tips,RedStar Exhaust,"Redstar Exhaust redefines automotive craftsmanship, crafting custom 3D titanium-printed exhaust tips for your McLaren 765LT. Our precision and attention to detail are elevated by cutting-edge 3D printing technology.",Tip Color: ,Ceramic Coated Black,,,,,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Bi-Turbo</td></tr></table>"
https://redstarexhaustusa.com/mclaren-765lt-exhaust,RS.765.Exhaust,Mclaren 765LT F1 Exhaust,RedStar Exhaust,"Achieve the perfect balance of sound with our Race-X muffler-replacement exhaust paired seamlessly with custom exhaust tips. This combination not only works flawlessly together but also harmonizes with all factory components. You can easily bolt the muffler section to the OEM catalytic converters, and it's compatible with both OEM and aftermarket tips for added customization.",Alloy: ,Titanium,Performance Heat Shielding: ,No ,Pipe Diameter: ,3”,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Bi-Turbo</td></tr></table>"
https://redstarexhaustusa.com/mclaren-mp4-12c-exhaust,RS.MP412C.Exhaust,Mclaren MP4-12C Exhaust,RedStar Exhaust,An ultimate combination of sound-balanced Race-X muffler-replacement exhaust. It works perfectly together but also compatible with all factory components. The muffler section can be bolted to the OEM catalytic converters.,Alloy: ,Stainless Steel,Performance Heat Shielding: ,No ,Pipe Diameter: ,3”,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>3.8L Twin Turbo</td></tr></table>"
https://redstarexhaustusa.com/mercedes-g63-w463a-titanium-exhaust,RS.G63W463A.TiExh,Mercedes G63 W463A Titanium Exhaust,RedStar Exhaust,REDSTAR EXHAUST Titanium Valved Exhaust for the new 2018+ Mercedes AMG G63 with M177 4.0 twin-turbo engine. ,Alloy: ,Titanium,Tip Color: ,Polished ,,,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Bi-Turbo</td></tr></table>"
https://redstarexhaustusa.com/mercedes-gls600-maybach-downpipes,RS.GLS600.DP,Mercedes GLS600 Maybach Downpipes,RedStar Exhaust,REDSTAR EXHAUST Mercedes GLS600 Downpipes. Reverse engineered to give the best flow for maximum sound and performance gains. ,High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,Vehicle Has OPF (EU/AU Emissions only): ,No,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Bi-Turbo</td></tr></table>"
https://redstarexhaustusa.com/mercedes-e500-e550-m273-55-downpipes,RS.E550M273.DP,Mercedes E500 / E550 M273 5.5 Downpipes,RedStar Exhaust,Nothing beats the sound with having Redstar Exhaust E500/E550 W212 M273 Downpipes on your 5.5L M273 Naturally Aspirated Engine. Unlock power and give your car a raw inspired and exotic sound.,High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,Drivetrain Type: ,AWD 4-matic ,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>5.5L NA</td></tr></table>"
https://redstarexhaustusa.com/mercedes-cls500-cls550-e500-e550-downpipes,RS.550W212.DP,Mercedes CLS500 CLS550 / E500 E550 Downpipes,RedStar Exhaust,Nothing beats the sound with having Redstar Exhaust CLS500/550 E500/550 M278 Downpipes on your 4.7L M278 Engine. Unlock power and give your car a raw inspired and exotic sound.,High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,Drivetrain Type: ,AWD 4-matic ,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.7L Bi-Turbo</td></tr></table>"
https://redstarexhaustusa.com/mercedes-g500-g550-w463a-downpipes,RS.G550W463A.DP,Mercedes G500 G550 W463A Downpipes,RedStar Exhaust,REDSTAR EXHAUST downpipes for the new 2018+ Mercedes AMG G500 / G550 with M176 4.0 twin-turbo engine. ,High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,Straight Tunable 02 Sensor Spacers: ,No,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Bi-Turbo</td></tr></table>"
https://redstarexhaustusa.com/mercedes-s580-w223-downpipes,RS.S580.DP,Mercedes S580 W223 Downpipes,RedStar Exhaust,"REDSTAR EXHAUST Performance M176 Downpipes for the S580 W223 model is the best way to get that noted V8 ""AMG-style"" exhaust tone with burbles & crackles from your 4.0L biturbo engine. *Please provide VIN when ordering*",High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,Straight Tunable 02 Sensor Spacers: ,No,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Bi-Turbo</td></tr></table>"
https://redstarexhaustusa.com/mercedes-2020-gls63-w167-x167-c293-downpipes,RS.GLS63W167.DP,Mercedes GLS63 W167 X167 C293 Downpipes,RedStar Exhaust,REDSTAR EXHAUST 2020+ Mercedes AMG GLS63 W167 X167 Downpipes. Reverse engineered to give the best flow for maximum sound and performance gains. ,High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,Vehicle Has OPF (EU/AU Emissions only): ,No,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Bi-Turbo</td></tr></table>"
https://redstarexhaustusa.com/mercedes-mlglgls-450550-m278-v8-downpipes,RS.SUV.M278.V8.DP,Mercedes ML/GL/GLS 450/550 M278 V8 Downpipes,RedStar Exhaust,REDSTAR EXHAUST M278 4.7L SUV Performance Downpipes is the best way to get that noted V8 exhaust tone with burbles & crackles from your Biturbo AMG engine. ,High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,Straight Tunable 02 Sensor Spacers: ,No,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.7L Bi-Turbo</td></tr></table>"
https://redstarexhaustusa.com/mercedes-s560-w222-c217-a217-downpipes,RS.S560.DP,Mercedes S560 W222 / C217 / A217 Downpipes,RedStar Exhaust,"REDSTAR EXHAUST downpipes for the new Mercedes S560 4.0 M176 engine. As usual, we offer a selection between Competition Race Use Only, Gesi and HJS catted versions. Any version can be packed into an integrated heat shielding for maximum performance, safety, and durability.*Please provide VIN when ordering*",High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,Straight Tunable 02 Sensor Spacers: ,No,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Bi-Turbo</td></tr></table>"
https://redstarexhaustusa.com/mercedes-2020-gle63-w167-c167-c293-downpipes,RS.GLE63W167.DP,Mercedes GLE63 W167 C167 C293 Downpipes,RedStar Exhaust,REDSTAR EXHAUST 2020+ Mercedes AMG GLE63 W167 C167 C293 Downpipes. Reverse engineered to give the best flow for maximum sound and performance gains. GLE63S Competition Downpipe Cold Start Video,High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,Vehicle Has OPF (EU/AU Emissions only): ,No,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Bi-Turbo</td></tr></table>"
https://redstarexhaustusa.com/porsche-991-911-turbo-headers,RS.991Turbo.Manifold,Porsche 991 911 Turbo Headers,RedStar Exhaust,"Maximum flow, incredible sound and an ultimate Porsche 991 911 Turbo exhaust manifold mod designed by the REDSTAR team for the customers, who needs maximum performance without compromises.",Alloy: ,Stainless Steel,Performance Heat Shielding: ,No ,,,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>3.8L Twin Turbo</td></tr></table>"
https://redstarexhaustusa.com/porsche-gt2rs-titanium-centre-race-exhaust,RS.GT2RS.Race,Porsche GT2RS Titanium Centre Race Exhaust,RedStar Exhaust,"Elevate your driving experience with the REDSTAR team's ultimate Porsche GT2 RS exhaust upgrade. Our meticulously engineered system ensures maximum flow, incomparable sound, and unparalleled performance, all without any concessions. Bid farewell to the factory center exhaust section as you embrace a hassle-free, direct bolt-on solution for an extraordinary driving adventure.",Alloy: ,Titanium,,,,,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>3.8L Twin Turbo</td></tr></table>"
https://redstarexhaustusa.com/porsche-gt2rs-valved-competition-pipes,RS.GT2RS.Cat,Porsche GT2RS Valved Competition Pipes,RedStar Exhaust,"Enhance your driving experience with the REDSTAR team's ultimate Porsche GT2 RS exhaust modification. Our meticulously crafted system guarantees maximum flow, unparalleled sound, and unrivaled performance, all without compromise. Say goodbye to the stock Valved cat section and enjoy a direct bolt-on solution for an exceptional driving experience.",Alloy: ,Stainless Steel,High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>3.8L Twin Turbo</td></tr></table>"
https://redstarexhaustusa.com/porsche-992-carrera-catback,RS.992Carrera.Catback,Porsche 992 Carrera Catback,RedStar Exhaust,"REDSTAR EXHAUST's 992 Carrera Catback – a symphony of power and precision. The perfect fusion: Race-X muffler-replacement with long runners, echoing OEM design, and a tailored cat section. Specifically crafted for the Porsche 992 Carrera, it redefines the driving experience. Elevate your journey with REDSTAR EXHAUST.*Completely interchangeable with OE Cat and Centre Sections*",High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,Build Variation: ,Stainless Catted Section / Stainless Exhaust Section ,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>3.0L Twin Turbo</td></tr></table>"
https://redstarexhaustusa.com/porsche-cayenne-s-40-center-resonator-delete,RS.CayenneS.40.Center.Delete,Porsche Cayenne S 4.0 Center Resonator Delete,RedStar Exhaust,"Redstar Exhaust Porsche Cayenne Turbo Center Resonator Delete, Replaces the center resonator pipe section after the front resonators. No check engine light issues. Provides a more complete and aggressive tone compared to the Urus. Requires two cuts to be made after the Center Resonator and fitted with supplied clamps. *Please send us the VIN before ordering to verify fitment*",Alloy: ,Stainless Steel,Design: ,Straight Pipe,,,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Twin Turbo</td></tr></table>"
https://redstarexhaustusa.com/porsche-cayenne-s-40-downpipe-resonator-delete-system,RS.CayenneS.40.Res.DP,Porsche Cayenne S 4.0 Downpipe Resonator Delete system,RedStar Exhaust,"Introducing the enhanced Cayenne S experience. By replacing the OEM catalytic converters with REDSTAR EXHAUST downpipes and a resonator delete, we unlock the complete potential of the biturbo engine. When combined with an ECU tune, our downpipes seamlessly handle amplified power levels, even when incorporating a substantial big-turbo upgrade.",High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,Connection: ,OEM ,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Twin Turbo</td></tr></table>"
https://redstarexhaustusa.com/porsche-cayenne-s-40-front-resonator-delete,RS.CayenneS.40.Res,Porsche Cayenne S 4.0 Front Resonator Delete,RedStar Exhaust,"Introducing the Redstar Exhaust Cayenne S 4.0 Resonator Delete. An effortless plug-and-play solution. Enhance your Cayenne S 4.0 V8's performance by replacing the front resonator pipe after the Downpipes. No cutting needed, no check engine light issues.",Alloy: ,Stainless Steel,Performance Heat Shielding: ,No ,,,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Bi-Turbo</td></tr></table>"
https://redstarexhaustusa.com/porsche-cayenne-s-40-downpipes,RS.CayenneS.40.DP,Porsche Cayenne S 4.0 Downpipes,RedStar Exhaust,The Cayenne S 4.0 V8 finally upgraded from the 2.9 is almost identical to the Urus. That means it can sound as good or even better! By replacing the OEM Downpipes we unleash the potential that the biturbo V8 has. ,High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,Vehicle Has OPF (EU/AU Emissions only): ,No,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.0L Twin Turbo</td></tr></table>"
https://redstarexhaustusa.com/porsche-992-carrera-competition-exhaust,RS.992Carrera.Comp,Porsche 992 Carrera Competition Exhaust,RedStar Exhaust,"REDSTAR EXHAUST's ultimate Porsche 992 Carrera exhaust modification. Achieve unparalleled airflow, an awe-inspiring auditory experience, and a remarkable 11kg weight reduction. Crafted for clients seeking peak performance, our Titanium Competition Pipes offer an ultra-lightweight solution, eliminating the OEM cats and muffler. Unleash the exhaust directly from each turbo to the exhaust tips.",Alloy: ,Titanium,High Flow Catalyst: ,Competition (Catless),Straight Tunable 02 Sensor Spacers: ,No,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>3.0L Twin Turbo</td></tr></table>"
https://redstarexhaustusa.com/porsche-992-carrera-headers,RS.992Carrera.Manifold,Porsche 992 Carrera Headers,RedStar Exhaust,"REDSTAR EXHAUST's ultimate Porsche 992 Carrera exhaust manifold modification. Experience unmatched airflow, a captivating auditory symphony, and uncompromised power. Our engineers at REDSTAR have meticulously crafted this modification for those demanding the pinnacle of performance.",Alloy: ,Stainless Steel,Performance Heat Shielding: ,No ,,,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>3.0L Twin Turbo</td></tr></table>"
https://redstarexhaustusa.com/range-rover-p530-secondary-downpipes,RS.P530.Secondary ,Range Rover P530 Secondary Downpipes,RedStar Exhaust,"Redstar Exhaust Range Rover P530 Secondary Cat Delete. We designed flow-optimized and perfectly fit Downpipes with a direct bolt-on, no check engine light solution. Create a much louder sound and less back pressure without changing the whole exhaust. This should be the P530’s first exhaust modification. ",Performance Heat Shielding: ,No ,,,,,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>4.4L Twin Turbo</td></tr></table>"
https://redstarexhaustusa.com/toyota-supra-a90-a91-downpipe,RS.Supra.DP,Toyota Supra A90 / A91 Downpipe,RedStar Exhaust,"REDSTAR EXHAUST Supra downpipe for The new Toyota MK5 A90 / A91. Optimized design, and provides a huge increase in exhaust flow.",High Flow Catalyst: ,Competition (Catless),Performance Heat Shielding: ,No ,Straight Tunable 02 Sensor Spacers: ,No,"<table class=""table-data-sheet""><tr class=""odd""><td>Engine Type</td><td>3.0L Turbo</td></tr></table>"
